acctnum,gender,state,zip,zip3,first,last,book_,nonbook_,total_,purch,child,youth,cook,do_it,reference,art,geog,buyer
10336,M,MD,21012,210,47,14,87,70,157,8,2,1,3,1,0,0,1,no
10337,F,NJ,8015,80,7,10,19,216,235,1,0,0,1,0,0,0,0,no
10338,F,NH,3087,30,55,12,106,174,280,9,1,2,2,0,0,0,4,no
10339,F,NY,11530,115,15,9,36,35,71,3,0,1,1,0,1,0,0,no
10340,F,NJ,7052,70,37,29,40,282,322,3,0,0,2,0,0,1,0,no
10341,F,MD,21209,212,15,20,18,97,115,1,0,0,1,0,0,0,0,no
10342,M,MD,20901,209,17,11,51,60,111,4,0,0,3,0,0,0,1,no
10343,F,NY,11218,112,19,24,19,270,289,1,0,0,1,0,0,0,0,no
10344,F,NY,11703,117,19,22,29,90,119,2,1,0,1,0,0,0,0,no
10345,F,NY,10037,100,9,7,27,208,235,2,1,0,0,1,0,0,0,no
10346,F,NY,11746,117,53,4,108,314,422,9,1,1,3,1,1,0,2,no
10347,F,NY,11530,115,39,12,86,23,109,7,1,1,1,0,2,0,2,no
10348,F,MD,20851,208,13,19,16,13,29,1,0,0,0,0,1,0,0,no
10349,F,NY,11417,114,19,23,21,82,103,1,0,0,0,0,0,1,0,no
10350,M,ME,4538,45,1,6,20,197,217,1,0,0,1,0,0,0,0,no
10351,F,PA,19464,194,25,30,19,34,53,1,0,1,0,0,0,0,0,no
10352,F,NY,10314,103,37,37,31,241,272,2,0,0,1,0,0,0,1,no
10353,M,NY,11801,118,27,14,44,276,320,3,0,0,0,0,1,1,1,no
10354,M,NY,10022,100,31,24,41,10,51,3,0,0,1,1,0,1,0,no
10355,M,NY,12077,120,75,17,138,122,260,12,2,1,3,1,2,2,1,no
10356,M,NJ,7410,74,67,20,109,81,190,9,1,0,1,3,1,1,2,no
10357,F,PA,19335,193,41,10,119,96,215,10,3,0,2,0,0,1,4,no
10358,F,NY,14616,146,17,20,32,113,145,2,0,0,0,1,0,1,0,no
10359,M,MA,1020,10,31,13,77,267,344,7,3,1,0,1,1,1,0,no
10360,F,NJ,7762,77,31,19,36,57,93,3,0,1,0,1,0,1,0,no
10361,M,RI,2879,28,29,25,27,49,76,2,1,1,0,0,0,0,0,no
10362,F,NY,13740,137,45,15,94,129,223,8,1,1,1,1,0,2,2,no
10363,M,MA,1960,19,39,36,26,286,312,2,1,1,0,0,0,0,0,no
10364,F,CT,6525,65,49,12,98,260,358,8,3,3,0,0,0,0,2,no
10365,F,NY,10128,101,13,19,15,146,161,1,0,0,0,0,0,0,1,no
10366,F,CT,6897,68,51,32,142,205,347,12,3,1,3,1,0,3,1,no
10367,F,NY,11355,113,25,30,17,40,57,1,0,0,1,0,0,0,0,no
10368,F,CT,6001,60,35,13,98,44,142,9,3,0,4,1,0,1,0,no
10369,F,PA,19382,193,17,18,29,7,36,2,0,0,1,1,0,0,0,no
10370,F,NJ,7470,74,23,15,35,287,322,3,0,1,1,0,1,0,0,no
10371,F,NY,11733,117,9,9,28,193,221,2,0,0,1,0,1,0,0,no
10372,F,NY,11753,117,1,4,18,134,152,1,1,0,0,0,0,0,0,no
10373,F,MD,20716,207,13,18,19,276,295,1,0,0,1,0,0,0,0,no
10374,F,PA,17109,171,21,23,30,172,202,2,0,1,0,0,0,0,1,no
10375,F,MD,21144,211,5,10,17,287,304,1,0,0,1,0,0,0,0,no
10376,F,PA,19076,190,11,16,20,268,288,1,0,0,0,1,0,0,0,no
10377,F,MA,1852,18,49,27,84,92,176,8,2,3,2,0,0,1,0,no
10378,F,ME,4901,49,23,7,73,85,158,6,1,1,2,0,0,0,2,no
10379,F,MA,2632,26,21,17,28,87,115,2,0,0,1,0,1,0,0,no
10380,F,NY,12564,125,9,11,27,18,45,2,1,1,0,0,0,0,0,no
10381,F,PA,19149,191,21,8,85,124,209,7,2,1,1,0,0,1,2,yes
10382,F,NY,11747,117,29,32,17,58,75,1,0,0,1,0,0,0,0,no
10383,M,NJ,7054,70,87,31,142,245,387,12,4,1,1,2,2,1,1,no
10384,M,RI,2806,28,25,16,45,299,344,4,3,0,1,0,0,0,0,no
10385,F,PA,18966,189,5,9,18,290,308,1,0,0,0,0,0,0,1,no
10386,F,NY,14214,142,9,9,31,72,103,2,1,0,0,0,0,0,1,no
10387,M,NY,11753,117,49,13,108,246,354,10,3,2,2,1,1,0,1,no
10388,F,MA,2132,21,7,12,19,259,278,1,0,0,0,0,0,1,0,no
10389,F,PA,19083,190,53,18,107,272,379,9,3,0,1,2,0,1,2,no
10390,F,NY,14150,141,31,30,32,182,214,2,0,0,1,0,0,0,1,no
10391,F,NY,12065,120,37,15,106,43,149,9,2,2,1,1,1,2,0,no
10392,F,NJ,8801,88,23,15,41,142,183,3,0,0,2,0,0,0,1,no
10393,F,MD,20906,209,9,12,27,81,108,2,1,0,1,0,0,0,0,no
10394,F,PA,18704,187,1,6,15,272,287,1,0,1,0,0,0,0,0,no
10395,M,NJ,7087,70,37,18,58,127,185,5,2,0,2,1,0,0,0,no
10396,F,NY,11510,115,15,17,19,250,269,1,0,1,0,0,0,0,0,no
10397,F,PA,18102,181,11,12,27,228,255,2,0,1,0,1,0,0,0,no
10398,M,MA,1907,19,9,8,29,295,324,2,1,0,0,0,1,0,0,no
10399,F,NY,10011,100,19,24,20,154,174,1,0,0,1,0,0,0,0,no
10400,M,NY,14454,144,3,3,28,236,264,2,1,0,1,0,0,0,0,no
10401,F,PA,18657,186,27,17,63,297,360,5,1,0,2,0,1,1,0,no
10402,F,NY,10965,109,9,13,19,72,91,1,1,0,0,0,0,0,0,no
10403,F,DE,19971,199,19,18,31,278,309,2,0,0,0,0,0,1,1,no
10404,F,NY,11568,115,15,12,32,167,199,2,0,0,1,0,0,1,0,no
10405,M,NJ,8080,80,25,27,32,15,47,2,1,0,0,0,0,1,0,no
10406,F,NH,3054,30,17,19,18,263,281,1,0,0,1,0,0,0,0,no
10407,F,NY,11375,113,1,5,15,295,310,1,0,0,0,0,0,0,1,no
10408,F,NY,12550,125,17,17,33,40,73,2,1,0,0,0,0,0,1,no
10409,F,MA,1453,14,53,32,101,137,238,8,0,1,2,2,0,2,1,no
10410,F,NJ,8619,86,7,10,17,3,20,1,0,0,0,0,1,0,0,no
10411,F,PA,18052,180,19,3,43,172,215,3,0,2,0,0,0,0,1,no
10412,F,MA,1754,17,15,19,19,292,311,1,0,0,1,0,0,0,0,no
10413,M,PA,16134,161,51,17,103,223,326,9,1,2,2,2,1,0,1,no
10414,M,PA,15235,152,25,11,66,131,197,6,2,0,3,1,0,0,0,no
10415,M,DE,19711,197,13,14,26,223,249,2,2,0,0,0,0,0,0,no
10416,F,NJ,7601,76,35,14,50,287,337,4,0,0,3,0,0,1,0,no
10417,M,MA,1810,18,31,29,27,240,267,2,0,0,2,0,0,0,0,no
10418,M,CT,6877,68,3,5,20,184,204,1,0,0,0,0,1,0,0,no
10419,M,DE,19803,198,93,29,143,247,390,12,0,2,3,3,1,1,2,no
10420,F,DC,20003,200,53,16,139,235,374,12,3,1,3,0,3,1,1,yes
10421,F,NY,11434,114,53,20,109,276,385,10,1,2,5,1,0,1,0,no
10422,F,NJ,7604,76,11,14,19,191,210,1,0,0,0,0,0,1,0,no
10423,F,PA,16511,165,5,10,19,113,132,1,0,0,1,0,0,0,0,no
10424,M,PA,19606,196,15,17,18,270,288,1,0,0,0,1,0,0,0,no
10425,F,NY,10965,109,47,16,95,327,422,8,2,1,0,2,2,0,1,no
10426,F,NY,11369,113,11,17,19,281,300,1,0,0,0,0,0,1,0,no
10427,F,NY,10010,100,25,27,18,191,209,1,0,0,1,0,0,0,0,no
10428,M,MA,2038,20,17,22,17,5,22,1,0,0,0,1,0,0,0,no
10429,M,MA,2148,21,65,16,138,146,284,12,5,1,1,4,0,0,1,no
10430,F,MA,2650,26,1,5,18,10,28,1,0,0,0,0,0,0,1,no
10431,F,PA,19026,190,15,19,18,259,277,1,0,1,0,0,0,0,0,no
10432,F,PA,19401,194,37,37,32,241,273,2,1,0,0,0,0,0,1,no
10433,F,NY,11756,117,21,19,27,214,241,2,1,0,1,0,0,0,0,yes
10434,F,MA,2072,20,21,16,48,89,137,4,3,0,0,0,0,0,1,no
10435,F,NJ,7008,70,19,17,31,74,105,2,1,0,0,0,0,1,0,no
10436,M,MD,20715,207,31,25,59,254,313,5,1,1,0,1,0,2,0,no
10437,M,PA,18974,189,61,16,127,246,373,11,4,1,2,2,1,1,0,no
10438,F,NY,10453,104,49,14,86,298,384,7,1,1,1,1,0,2,1,no
10439,M,NY,10532,105,39,9,105,202,307,9,2,1,2,1,0,2,1,no
10440,F,NY,14809,148,43,15,149,312,461,12,1,0,3,1,2,2,3,yes
10441,F,CT,6511,65,3,6,18,220,238,1,0,0,0,0,0,1,0,no
10442,M,NY,11234,112,41,20,111,84,195,10,2,1,2,3,1,0,1,no
10443,F,PA,17048,170,59,19,127,249,376,11,2,1,1,1,2,1,3,no
10444,F,NY,10301,103,13,19,20,220,240,1,0,0,0,0,0,1,0,no
10445,F,CT,6840,68,33,37,19,298,317,1,0,0,1,0,0,0,0,no
10446,M,NJ,7029,70,23,20,28,84,112,2,0,0,1,0,1,0,0,no
10447,M,NJ,7470,74,83,24,134,120,254,11,1,3,1,3,0,1,2,no
10448,F,PA,18436,184,1,4,19,103,122,1,1,0,0,0,0,0,0,no
10449,F,PA,16803,168,15,12,30,138,168,2,0,0,0,1,0,0,1,no
10450,F,MD,20733,207,29,25,36,115,151,3,1,0,2,0,0,0,0,no
10451,M,NY,10306,103,35,29,33,188,221,2,0,0,1,0,0,1,0,no
10452,F,RI,2837,28,37,5,66,132,198,6,1,1,3,0,0,1,0,no
10453,F,NJ,8530,85,45,13,89,69,158,7,0,2,0,1,0,1,3,yes
10454,F,MD,21047,210,13,19,16,237,253,1,0,0,0,0,0,1,0,no
10455,F,NJ,7003,70,39,41,29,161,190,2,0,0,2,0,0,0,0,no
10456,M,NY,10705,107,1,4,19,289,308,1,0,0,0,0,0,1,0,no
10457,F,NY,13103,131,17,14,28,256,284,2,0,0,1,0,1,0,0,no
10458,M,PA,19004,190,37,33,28,203,231,2,1,0,1,0,0,0,0,no
10459,F,VA,20164,201,19,23,19,11,30,1,0,0,1,0,0,0,0,no
10460,F,NY,10548,105,19,16,31,153,184,2,0,1,0,0,0,0,1,no
10461,M,NY,11791,117,27,15,74,89,163,6,1,1,1,1,1,0,1,yes
10462,F,MA,2360,23,87,32,117,74,191,11,4,1,4,0,0,1,1,no
10463,F,NY,11354,113,17,22,20,246,266,1,0,0,1,0,0,0,0,no
10464,M,VT,5751,57,37,36,30,22,52,2,0,0,0,0,1,0,1,no
10465,M,NY,11790,117,37,21,49,151,200,4,2,0,0,2,0,0,0,no
10466,M,CT,6457,64,33,9,84,163,247,7,2,0,2,1,0,0,2,no
10467,M,NY,13309,133,15,15,29,110,139,2,0,1,0,1,0,0,0,no
10468,F,PA,19050,190,13,18,17,96,113,1,0,0,1,0,0,0,0,no
10469,F,NY,12580,125,43,16,81,177,258,7,0,2,3,0,0,0,2,no
10470,F,NY,11001,110,47,29,128,322,450,11,1,2,4,1,0,1,2,no
10471,F,NY,11937,119,7,10,19,133,152,1,0,0,1,0,0,0,0,no
10472,F,NY,11235,112,35,18,76,106,182,6,0,1,4,0,0,0,1,no
10473,F,NJ,8081,80,25,28,28,222,250,2,1,0,1,0,0,0,0,no
10474,F,PA,18966,189,9,13,17,31,48,1,1,0,0,0,0,0,0,no
10475,F,MD,21035,210,5,7,34,274,308,2,0,0,1,0,0,0,1,no
10476,M,CT,6810,68,29,24,31,112,143,2,0,1,1,0,0,0,0,no
10477,M,NY,10954,109,15,15,30,96,126,2,1,0,0,0,1,0,0,yes
10478,F,NY,11554,115,11,15,17,295,312,1,0,1,0,0,0,0,0,no
10479,F,CT,6432,64,41,13,135,76,211,12,4,1,5,0,0,2,0,no
10480,F,NJ,7607,76,9,11,32,89,121,2,0,0,1,0,0,0,1,no
10481,F,NJ,7035,70,43,29,52,303,355,4,1,0,1,0,1,0,1,no
10482,M,NY,10603,106,11,14,19,268,287,1,1,0,0,0,0,0,0,no
10483,F,NY,14025,140,47,17,104,267,371,9,3,0,4,0,0,0,2,no
10484,F,MA,2186,21,35,15,96,238,334,8,1,2,1,0,1,0,3,no
10485,M,NJ,7932,79,19,18,27,262,289,2,0,1,0,1,0,0,0,no
10486,F,NJ,7751,77,19,18,33,255,288,2,0,0,1,0,0,0,1,no
10487,F,PA,19050,190,7,10,18,113,131,1,1,0,0,0,0,0,0,no
10488,F,MD,20817,208,13,16,21,170,191,1,0,0,0,0,0,0,1,no
10489,F,NJ,7760,77,3,8,17,271,288,1,0,0,0,1,0,0,0,no
10490,F,PA,15101,151,1,5,21,258,279,1,0,0,1,0,0,0,0,no
10491,M,NJ,7424,74,33,22,55,234,289,4,1,0,1,1,0,0,1,no
10492,F,ME,4679,46,15,19,20,127,147,1,0,0,1,0,0,0,0,no
10493,M,PA,19403,194,35,18,65,137,202,5,0,0,3,0,0,1,1,no
10494,M,NY,12405,124,45,37,56,234,290,4,0,1,0,0,1,0,2,no
10495,F,PA,19114,191,15,17,16,282,298,1,1,0,0,0,0,0,0,no
10496,F,NY,11357,113,17,16,34,41,75,2,0,0,1,0,0,0,1,no
10497,M,MD,20906,209,45,3,123,80,203,11,2,1,3,3,1,1,0,no
10498,M,PA,18643,186,25,4,58,263,321,5,1,0,3,1,0,0,0,no
10499,M,NY,11570,115,1,4,17,245,262,1,0,0,0,0,0,0,1,no
10500,F,NY,14020,140,27,15,35,18,53,3,1,0,1,0,1,0,0,no
10501,M,NY,11520,115,9,11,19,106,125,1,0,0,0,0,0,0,1,no
10502,M,PA,15632,156,21,14,51,102,153,4,0,1,1,1,1,0,0,no
10503,M,NJ,7202,72,13,7,65,106,171,5,2,0,1,0,1,0,1,yes
10504,F,PA,19020,190,29,18,47,7,54,3,0,0,0,0,1,1,1,yes
10505,F,DC,20003,200,15,8,66,287,353,5,0,0,3,0,0,0,2,no
10506,F,NJ,7747,77,13,16,19,220,239,1,0,0,1,0,0,0,0,no
10507,M,NY,12084,120,5,6,26,195,221,2,2,0,0,0,0,0,0,yes
10508,F,NY,11722,117,15,18,17,178,195,1,0,0,1,0,0,0,0,no
10509,F,NJ,7083,70,11,15,16,173,189,1,0,0,1,0,0,0,0,no
10510,F,NJ,8820,88,11,13,31,183,214,2,0,0,0,0,2,0,0,no
10511,F,NH,3246,32,15,19,18,143,161,1,0,0,0,1,0,0,0,no
10512,F,NJ,7421,74,35,36,29,290,319,2,0,1,0,1,0,0,0,no
10513,F,NJ,7748,77,9,13,20,10,30,1,1,0,0,0,0,0,0,no
10514,F,NY,11213,112,15,11,30,217,247,2,0,0,0,0,1,0,1,no
10515,M,NY,10710,107,19,23,21,147,168,1,1,0,0,0,0,0,0,no
10516,M,MA,2136,21,43,39,27,143,170,2,1,0,1,0,0,0,0,no
10517,F,RI,2920,29,31,12,61,18,79,5,1,1,1,0,0,1,1,no
10518,M,NY,11577,115,11,13,27,250,277,2,2,0,0,0,0,0,0,yes
10519,F,PA,19382,193,13,16,18,266,284,1,0,0,1,0,0,0,0,no
10520,F,NY,10954,109,3,8,21,206,227,1,0,0,0,0,1,0,0,no
10521,M,NJ,7644,76,31,14,127,267,394,11,2,1,2,2,0,1,3,no
10522,M,DE,19970,199,7,7,28,43,71,2,1,0,0,1,0,0,0,no
10523,F,NY,13152,131,7,12,16,92,108,1,1,0,0,0,0,0,0,no
10524,F,NY,11942,119,43,8,107,51,158,10,3,2,3,0,2,0,0,no
10525,F,PA,18052,180,75,12,132,311,443,12,2,2,3,1,2,1,1,no
10526,F,MA,2632,26,21,21,34,142,176,2,0,0,0,0,1,0,1,yes
10527,F,NJ,7436,74,39,9,92,100,192,8,1,3,1,1,0,1,1,no
10528,F,VA,20164,201,13,14,27,155,182,2,1,0,1,0,0,0,0,no
10529,F,NY,14086,140,15,19,16,155,171,1,0,1,0,0,0,0,0,no
10530,M,NY,11001,110,39,16,132,39,171,11,0,3,3,2,0,2,1,no
10531,M,MD,20902,209,9,7,30,66,96,2,0,0,1,0,0,1,0,no
10532,F,NY,10573,105,17,21,18,295,313,1,1,0,0,0,0,0,0,no
10533,F,DC,20016,200,15,17,17,197,214,1,1,0,0,0,0,0,0,no
10534,M,NJ,8088,80,7,9,18,255,273,1,0,0,0,0,0,1,0,no
10535,M,NJ,8540,85,17,13,29,43,72,2,1,0,1,0,0,0,0,no
10536,M,NY,13027,130,55,18,103,75,178,9,2,0,2,3,1,0,1,no
10537,F,NY,10541,105,13,14,26,104,130,2,2,0,0,0,0,0,0,no
10538,F,PA,19380,193,25,5,88,123,211,7,1,0,2,1,0,1,2,no
10539,F,MA,1379,13,35,40,18,144,162,1,1,0,0,0,0,0,0,no
10540,F,MD,21234,212,9,12,18,235,253,1,1,0,0,0,0,0,0,yes
10541,F,NJ,7062,70,15,18,20,182,202,1,0,1,0,0,0,0,0,no
10542,M,DE,19720,197,51,13,84,96,180,7,2,0,2,0,1,1,1,no
10543,F,NY,10032,100,39,15,110,127,237,9,3,0,1,1,0,1,3,yes
10544,F,PA,19086,190,3,7,20,110,130,1,1,0,0,0,0,0,0,no
10545,M,DC,20019,200,25,25,30,72,102,2,0,0,0,1,0,1,0,yes
10546,F,NY,11368,113,7,13,16,26,42,1,0,0,0,0,1,0,0,yes
10547,M,NY,10314,103,37,15,117,249,366,10,3,1,4,0,0,1,1,no
10548,F,PA,18977,189,59,12,120,213,333,10,4,2,1,0,1,0,2,yes
10549,M,MD,21210,212,23,17,52,261,313,4,1,0,1,1,0,1,0,no
10550,F,NJ,8755,87,59,7,149,105,254,12,3,0,5,0,3,0,1,no
10551,F,NY,12302,123,7,11,20,104,124,1,0,0,0,1,0,0,0,no
10552,F,PA,19403,194,13,9,32,1,33,2,0,0,1,0,0,0,1,no
10553,F,NY,10451,104,47,21,96,34,130,8,2,1,1,2,0,0,2,no
10554,M,NY,11733,117,37,39,31,102,133,2,0,0,1,0,0,1,0,no
10555,F,DC,20002,200,19,23,21,61,82,1,0,0,0,1,0,0,0,no
10556,F,MA,2645,26,51,10,123,218,341,11,2,2,4,1,0,1,1,no
10557,M,NJ,7002,70,39,37,32,248,280,2,1,0,0,1,0,0,0,no
10558,M,PA,19103,191,17,13,32,225,257,2,0,0,0,0,2,0,0,yes
10559,M,PA,19143,191,23,11,57,108,165,4,1,0,0,1,0,1,1,no
10560,F,PA,19090,190,25,16,46,259,305,3,0,0,0,1,0,0,2,no
10561,F,PA,19116,191,3,6,16,131,147,1,0,0,0,0,0,0,1,no
10562,F,MD,21208,212,29,23,32,259,291,2,0,0,1,0,0,1,0,no
10563,F,NY,11001,110,9,12,16,249,265,1,0,0,0,0,0,1,0,no
10564,F,PA,19086,190,5,5,29,195,224,2,1,0,0,0,1,0,0,yes
10565,M,NY,10306,103,19,13,39,258,297,3,0,2,0,0,1,0,0,no
10566,M,PA,18629,186,67,32,143,291,434,12,3,0,3,0,2,1,3,no
10567,F,NY,11355,113,59,20,94,44,138,8,3,1,0,1,0,2,1,no
10568,F,DC,20016,200,15,18,20,133,153,1,0,0,1,0,0,0,0,no
10569,F,MD,21060,210,15,17,33,97,130,2,0,1,0,0,0,1,0,no
10570,F,MD,20906,209,25,15,50,200,250,4,2,0,1,0,0,0,1,no
10571,M,NY,11001,110,25,13,44,204,248,3,1,1,0,0,0,0,1,no
10572,M,MA,2649,26,11,13,18,212,230,1,0,0,0,0,0,1,0,no
10573,F,NY,14840,148,39,34,33,58,91,2,1,0,0,0,0,0,1,no
10574,F,DE,19940,199,17,21,15,20,35,1,0,0,0,1,0,0,0,no
10575,F,PA,18510,185,17,15,28,59,87,2,0,0,1,1,0,0,0,no
10576,F,MA,1077,10,39,38,26,263,289,2,2,0,0,0,0,0,0,no
10577,M,NY,11795,117,39,23,55,298,353,4,2,0,0,0,0,1,1,no
10578,F,PA,17562,175,13,18,20,4,24,1,0,0,0,1,0,0,0,no
10579,M,NJ,7438,74,13,12,27,204,231,2,1,0,0,1,0,0,0,no
10580,F,PA,19087,190,5,11,16,281,297,1,0,0,0,1,0,0,0,no
10581,F,NY,12149,121,9,12,18,229,247,1,0,0,0,0,1,0,0,no
10582,F,MA,1821,18,1,3,19,125,144,1,1,0,0,0,0,0,0,yes
10583,F,NJ,7642,76,15,10,31,75,106,2,0,0,1,0,0,0,1,no
10584,M,PA,19508,195,31,33,32,273,305,2,1,0,0,0,0,1,0,no
10585,F,NY,11952,119,45,27,98,212,310,9,3,2,0,2,2,0,0,no
10586,M,NY,10025,100,21,16,27,33,60,2,1,0,0,1,0,0,0,no
10587,F,PA,19072,190,11,14,30,64,94,2,0,0,1,0,1,0,0,no
10588,F,CT,6798,67,45,15,98,218,316,9,3,1,1,2,1,1,0,no
10589,F,NY,10128,101,11,15,17,30,47,1,0,1,0,0,0,0,0,no
10590,F,NY,11697,116,11,15,21,284,305,1,0,0,0,1,0,0,0,no
10591,F,MD,21209,212,29,10,107,117,224,9,1,1,2,1,2,1,1,yes
10592,F,PA,19050,190,7,13,17,186,203,1,0,0,1,0,0,0,0,no
10593,M,PA,19462,194,3,7,18,221,239,1,0,0,1,0,0,0,0,no
10594,F,PA,17901,179,19,18,32,165,197,2,1,0,0,0,0,1,0,no
10595,M,RI,2864,28,41,30,54,185,239,5,3,0,0,2,0,0,0,no
10596,F,PA,15238,152,59,23,127,173,300,11,2,2,2,1,1,2,1,no
10597,F,MA,1510,15,1,5,17,260,277,1,0,0,0,1,0,0,0,no
10598,F,NY,11412,114,15,7,51,157,208,4,1,0,2,0,0,0,1,no
10599,F,DE,19713,197,15,17,19,234,253,1,0,0,0,0,0,1,0,no
10600,F,NY,10024,100,15,15,34,234,268,2,0,0,0,1,0,1,0,no
10601,F,NY,10548,105,43,34,43,199,242,3,1,1,0,0,0,0,1,no
10602,F,PA,18509,185,29,32,17,3,20,1,0,0,1,0,0,0,0,no
10603,F,PA,19040,190,13,10,26,58,84,2,2,0,0,0,0,0,0,no
10604,F,CT,6119,61,17,17,32,21,53,2,0,0,1,0,0,1,0,no
10605,F,PA,19073,190,21,17,29,259,288,2,0,1,1,0,0,0,0,no
10606,F,NY,11234,112,15,15,27,63,90,2,2,0,0,0,0,0,0,no
10607,F,NY,11356,113,11,11,37,189,226,3,0,0,1,1,0,0,1,no
10608,F,RI,2806,28,13,14,28,168,196,2,0,1,1,0,0,0,0,no
10609,F,NY,11704,117,35,39,17,97,114,1,0,0,1,0,0,0,0,no
10610,F,PA,17309,173,47,15,89,244,333,7,1,0,1,0,0,2,3,yes
10611,M,DC,20011,200,9,14,20,238,258,1,0,0,0,1,0,0,0,no
10612,F,RI,2809,28,13,17,20,262,282,1,0,0,1,0,0,0,0,no
10613,M,NJ,7470,74,51,37,65,211,276,6,3,1,1,0,0,1,0,no
10614,M,NY,11554,115,35,18,71,53,124,6,1,0,2,2,0,1,0,no
10615,M,NJ,8402,84,47,28,60,81,141,5,0,0,1,3,1,0,0,no
10616,F,NY,11103,111,11,16,19,152,171,1,0,0,0,0,0,1,0,no
10617,M,PA,15206,152,21,19,34,16,50,2,0,0,0,0,1,0,1,yes
10618,M,NY,11758,117,45,7,130,124,254,11,1,0,4,3,1,0,2,no
10619,F,DE,19808,198,13,13,30,20,50,2,0,0,0,1,0,0,1,no
10620,M,NJ,8822,88,25,12,52,218,270,4,1,0,1,1,0,1,0,no
10621,M,NJ,8090,80,29,7,70,298,368,6,1,3,0,1,0,0,1,no
10622,F,MA,2148,21,5,9,15,42,57,1,0,0,1,0,0,0,0,no
10623,M,MD,21012,210,23,18,27,211,238,2,1,1,0,0,0,0,0,no
10624,F,NY,11373,113,15,21,18,44,62,1,1,0,0,0,0,0,0,no
10625,F,NY,11718,117,17,11,42,109,151,3,0,0,0,1,1,0,1,no
10626,M,DC,20012,200,13,16,20,257,277,1,0,0,0,0,0,1,0,no
10627,F,PA,18353,183,7,11,17,217,234,1,0,0,0,0,0,0,1,no
10628,M,NY,12117,121,37,15,134,188,322,12,2,1,3,2,2,2,0,no
10629,F,NY,11235,112,15,18,17,84,101,1,0,0,0,1,0,0,0,no
10630,F,NJ,7410,74,23,19,25,235,260,2,0,1,1,0,0,0,0,no
10631,F,MD,20783,207,1,4,18,221,239,1,0,0,0,0,1,0,0,no
10632,M,PA,15122,151,29,18,39,40,79,3,1,0,1,0,1,0,0,no
10633,F,NY,11214,112,29,28,32,267,299,2,0,0,1,0,1,0,0,no
10634,F,CT,6420,64,47,12,109,175,284,9,2,0,4,0,1,0,2,no
10635,F,NY,11746,117,19,7,38,182,220,3,1,0,1,1,0,0,0,no
10636,F,PA,18949,189,11,6,44,113,157,3,1,0,0,0,1,1,0,no
10637,F,NJ,8088,80,17,16,33,30,63,2,0,0,1,0,0,1,0,no
10638,M,MD,21239,212,13,15,20,72,92,1,0,0,0,0,0,0,1,no
10639,F,PA,19119,191,17,17,31,108,139,2,0,0,0,0,0,0,2,no
10640,F,NY,11788,117,7,7,29,1,30,2,0,1,0,0,0,0,1,no
10641,F,MA,2061,20,13,11,31,151,182,2,1,0,0,1,0,0,0,no
10642,M,CT,6082,60,71,27,117,107,224,10,4,1,2,1,0,0,2,no
10643,M,NY,13304,133,15,13,30,9,39,2,0,0,0,2,0,0,0,no
10644,F,NY,11788,117,19,10,61,246,307,5,1,0,3,0,0,1,0,no
10645,M,NY,10588,105,35,15,83,23,106,7,3,0,1,0,0,1,2,no
10646,M,PA,18940,189,87,28,135,94,229,11,0,0,6,2,0,2,1,no
10647,M,NJ,8731,87,7,7,32,280,312,2,0,0,1,0,0,0,1,yes
10648,M,NJ,7024,70,15,18,28,120,148,2,0,0,2,0,0,0,0,no
10649,F,NY,11575,115,21,26,20,123,143,1,1,0,0,0,0,0,0,no
10650,F,NJ,8820,88,15,16,29,166,195,2,0,0,0,0,1,0,1,no
10651,M,NY,11375,113,3,8,18,170,188,1,0,0,0,1,0,0,0,no
10652,F,DE,19803,198,11,16,20,64,84,1,0,1,0,0,0,0,0,no
10653,F,NY,10030,100,31,34,19,94,113,1,0,0,0,1,0,0,0,no
10654,F,NJ,7737,77,11,15,16,123,139,1,0,0,1,0,0,0,0,no
10655,F,NJ,8701,87,11,13,17,289,306,1,0,0,1,0,0,0,0,no
10656,F,MD,20705,207,9,13,17,265,282,1,1,0,0,0,0,0,0,yes
10657,F,NJ,8831,88,13,5,39,150,189,3,2,0,0,0,0,0,1,no
10658,F,NJ,7058,70,21,17,29,76,105,2,0,0,2,0,0,0,0,no
10659,F,MD,20720,207,15,17,17,206,223,1,0,0,0,0,1,0,0,no
10660,M,NY,11557,115,29,29,30,226,256,2,0,0,0,0,1,1,0,no
10661,F,MD,21131,211,11,13,19,229,248,1,0,0,1,0,0,0,0,no
10662,M,NJ,8107,81,3,5,17,75,92,1,0,0,0,0,0,0,1,yes
10663,M,NJ,7105,71,9,9,30,189,219,2,1,0,0,0,0,1,0,no
10664,F,NJ,8808,88,49,19,122,252,374,11,2,1,4,1,1,1,1,no
10665,F,MD,21163,211,23,7,107,295,402,9,1,4,2,1,0,0,1,no
10666,M,ME,4640,46,13,17,16,132,148,1,0,0,0,0,1,0,0,no
10667,F,DE,19810,198,11,15,19,83,102,1,0,0,0,0,0,1,0,no
10668,F,CT,6907,69,21,14,40,222,262,3,2,0,0,0,0,0,1,no
10669,F,NY,10044,100,15,12,31,33,64,2,0,0,2,0,0,0,0,no
10670,F,NY,10954,109,1,7,20,189,209,1,0,0,1,0,0,0,0,no
10671,M,NY,10705,107,45,31,74,103,177,6,0,0,1,3,1,1,0,no
10672,F,NY,10314,103,25,12,69,196,265,6,2,0,3,0,0,0,1,no
10673,F,NJ,8884,88,51,13,99,67,166,9,2,2,3,1,0,0,1,no
